Sep 08 20:13:33.232248 devstack-92-210 systemd[1]: Started devstack@neutron-rpc-server.service - Devstack devstack@neutron-rpc-server.service.
Sep 08 20:13:33.461668 devstack-92-210 neutron-rpc-server[269110]: /opt/stack/data/venv/lib/python3.12/site-packages/futurist/_utils.py:34: EventletDeprecationWarning:
Sep 08 20:13:33.461668 devstack-92-210 neutron-rpc-server[269110]: Eventlet is deprecated. It is currently being maintained in bugfix mode, and
Sep 08 20:13:33.461668 devstack-92-210 neutron-rpc-server[269110]: we strongly recommend against using it for new projects.
Sep 08 20:13:33.461668 devstack-92-210 neutron-rpc-server[269110]: If you are already using Eventlet, we recommend migrating to a different
Sep 08 20:13:33.461668 devstack-92-210 neutron-rpc-server[269110]: framework.  For more detail see
Sep 08 20:58:56.655646 devstack-92-210 neutron-rpc-server[270155]:   self.session.flush()
Sep 08 20:58:56.656985 devstack-92-210 neutron-rpc-server[270155]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 08 20:58:56.656985 devstack-92-210 neutron-rpc-server[270155]:   self.session.flush()
Sep 08 21:00:05.804438 devstack-92-210 neutron-rpc-server[270825]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 08 21:00:05.804438 devstack-92-210 neutron-rpc-server[270825]:   self.session.flush()
Sep 08 21:00:05.805472 devstack-92-210 neutron-rpc-server[270825]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 08 21:00:05.805472 devstack-92-210 neutron-rpc-server[270825]:   self.session.flush()
Sep 08 21:00:05.806657 devstack-92-210 neutron-rpc-server[270825]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 08 21:00:05.806657 devstack-92-210 neutron-rpc-server[270825]:   self.session.flush()
Sep 08 21:00:05.807794 devstack-92-210 neutron-rpc-server[270825]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 08 21:00:05.807794 devstack-92-210 neutron-rpc-server[270825]:   self.session.flush()
