Sep 15 01:24:37.751008 devstack-92-210 systemd[1]: Started devstack@neutron-rpc-server.service - Devstack devstack@neutron-rpc-server.service.
Sep 15 01:24:37.979160 devstack-92-210 neutron-rpc-server[2223953]: /opt/stack/data/venv/lib/python3.12/site-packages/futurist/_utils.py:34: EventletDeprecationWarning:
Sep 15 01:24:37.979160 devstack-92-210 neutron-rpc-server[2223953]: Eventlet is deprecated. It is currently being maintained in bugfix mode, and
Sep 15 01:24:37.979160 devstack-92-210 neutron-rpc-server[2223953]: we strongly recommend against using it for new projects.
Sep 15 01:24:37.979160 devstack-92-210 neutron-rpc-server[2223953]: If you are already using Eventlet, we recommend migrating to a different
Sep 15 01:24:37.979160 devstack-92-210 neutron-rpc-server[2223953]: framework.  For more detail see
Sep 15 01:59:10.949830 devstack-92-210 neutron-rpc-server[2225475]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 01:59:10.949830 devstack-92-210 neutron-rpc-server[2225475]:   self.session.flush()
Sep 15 01:59:10.950919 devstack-92-210 neutron-rpc-server[2225475]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 01:59:10.950919 devstack-92-210 neutron-rpc-server[2225475]:   self.session.flush()
Sep 15 01:59:12.105867 devstack-92-210 neutron-rpc-server[2225520]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 01:59:12.105867 devstack-92-210 neutron-rpc-server[2225520]:   self.session.flush()
Sep 15 01:59:12.106826 devstack-92-210 neutron-rpc-server[2225520]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 01:59:12.106826 devstack-92-210 neutron-rpc-server[2225520]:   self.session.flush()
Sep 15 01:59:12.107598 devstack-92-210 neutron-rpc-server[2225520]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 01:59:12.107598 devstack-92-210 neutron-rpc-server[2225520]:   self.session.flush()
Sep 15 01:59:12.108319 devstack-92-210 neutron-rpc-server[2225520]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 01:59:12.108319 devstack-92-210 neutron-rpc-server[2225520]:   self.session.flush()
Sep 15 02:04:20.747750 devstack-92-210 neutron-rpc-server[2225427]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:04:20.747750 devstack-92-210 neutron-rpc-server[2225427]:   self.session.flush()
Sep 15 02:04:20.748745 devstack-92-210 neutron-rpc-server[2225427]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:04:20.748745 devstack-92-210 neutron-rpc-server[2225427]:   self.session.flush()
Sep 15 02:04:20.749691 devstack-92-210 neutron-rpc-server[2225427]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:04:20.749691 devstack-92-210 neutron-rpc-server[2225427]:   self.session.flush()
Sep 15 02:04:20.751699 devstack-92-210 neutron-rpc-server[2225427]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:04:20.751699 devstack-92-210 neutron-rpc-server[2225427]:   self.session.flush()
Sep 15 02:05:20.229401 devstack-92-210 neutron-rpc-server[2225134]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:05:20.229401 devstack-92-210 neutron-rpc-server[2225134]:   self.session.flush()
Sep 15 02:05:20.230470 devstack-92-210 neutron-rpc-server[2225134]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:05:20.230470 devstack-92-210 neutron-rpc-server[2225134]:   self.session.flush()
Sep 15 02:05:20.231579 devstack-92-210 neutron-rpc-server[2225134]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:05:20.231579 devstack-92-210 neutron-rpc-server[2225134]:   self.session.flush()
Sep 15 02:05:20.232508 devstack-92-210 neutron-rpc-server[2225134]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:05:20.232508 devstack-92-210 neutron-rpc-server[2225134]:   self.session.flush()
Sep 15 02:10:12.782375 devstack-92-210 neutron-rpc-server[2225310]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:10:12.782375 devstack-92-210 neutron-rpc-server[2225310]:   self.session.flush()
Sep 15 02:10:12.783689 devstack-92-210 neutron-rpc-server[2225310]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:10:12.783689 devstack-92-210 neutron-rpc-server[2225310]:   self.session.flush()
Sep 15 02:10:12.783802 devstack-92-210 neutron-rpc-server[2225310]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:10:12.783802 devstack-92-210 neutron-rpc-server[2225310]:   self.session.flush()
Sep 15 02:10:12.784982 devstack-92-210 neutron-rpc-server[2225310]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:10:12.784982 devstack-92-210 neutron-rpc-server[2225310]:   self.session.flush()
Sep 15 02:10:13.685109 devstack-92-210 neutron-rpc-server[2225352]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:10:13.685109 devstack-92-210 neutron-rpc-server[2225352]:   self.session.flush()
Sep 15 02:10:13.687042 devstack-92-210 neutron-rpc-server[2225352]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:10:13.687042 devstack-92-210 neutron-rpc-server[2225352]:   self.session.flush()
Sep 15 02:10:13.688137 devstack-92-210 neutron-rpc-server[2225352]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:10:13.688137 devstack-92-210 neutron-rpc-server[2225352]:   self.session.flush()
Sep 15 02:10:13.689110 devstack-92-210 neutron-rpc-server[2225352]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:10:13.689110 devstack-92-210 neutron-rpc-server[2225352]:   self.session.flush()
