Sep 15 09:32:53.825946 devstack-92-210 systemd[1]: Started devstack@neutron-rpc-server.service - Devstack devstack@neutron-rpc-server.service.
Sep 15 09:32:54.056017 devstack-92-210 neutron-rpc-server[2800443]: /opt/stack/data/venv/lib/python3.12/site-packages/futurist/_utils.py:34: EventletDeprecationWarning:
Sep 15 09:32:54.056017 devstack-92-210 neutron-rpc-server[2800443]: Eventlet is deprecated. It is currently being maintained in bugfix mode, and
Sep 15 09:32:54.056017 devstack-92-210 neutron-rpc-server[2800443]: we strongly recommend against using it for new projects.
Sep 15 09:32:54.056017 devstack-92-210 neutron-rpc-server[2800443]: If you are already using Eventlet, we recommend migrating to a different
Sep 15 09:32:54.056017 devstack-92-210 neutron-rpc-server[2800443]: framework.  For more detail see
Sep 15 10:03:17.330739 devstack-92-210 neutron-rpc-server[2802267]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 10:03:17.330739 devstack-92-210 neutron-rpc-server[2802267]:   self.session.flush()
Sep 15 10:03:17.331936 devstack-92-210 neutron-rpc-server[2802267]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 10:03:17.331936 devstack-92-210 neutron-rpc-server[2802267]:   self.session.flush()
Sep 15 10:08:50.697876 devstack-92-210 neutron-rpc-server[2802262]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 10:08:50.697876 devstack-92-210 neutron-rpc-server[2802262]:   self.session.flush()
Sep 15 10:08:50.698842 devstack-92-210 neutron-rpc-server[2802262]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 10:08:50.698842 devstack-92-210 neutron-rpc-server[2802262]:   self.session.flush()
Sep 15 10:08:50.700002 devstack-92-210 neutron-rpc-server[2802262]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 10:08:50.700002 devstack-92-210 neutron-rpc-server[2802262]:   self.session.flush()
Sep 15 10:08:50.701325 devstack-92-210 neutron-rpc-server[2802262]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 10:08:50.701325 devstack-92-210 neutron-rpc-server[2802262]:   self.session.flush()
Sep 15 10:09:13.001664 devstack-92-210 neutron-rpc-server[2801820]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 10:09:13.001664 devstack-92-210 neutron-rpc-server[2801820]:   self.session.flush()
Sep 15 10:09:13.002620 devstack-92-210 neutron-rpc-server[2801820]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 10:09:13.002620 devstack-92-210 neutron-rpc-server[2801820]:   self.session.flush()
Sep 15 10:09:13.003017 devstack-92-210 neutron-rpc-server[2801820]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 10:09:13.003017 devstack-92-210 neutron-rpc-server[2801820]:   self.session.flush()
Sep 15 10:09:13.003877 devstack-92-210 neutron-rpc-server[2801820]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 10:09:13.003877 devstack-92-210 neutron-rpc-server[2801820]:   self.session.flush()
Sep 15 10:18:08.437228 devstack-92-210 neutron-rpc-server[2801790]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 10:18:08.437228 devstack-92-210 neutron-rpc-server[2801790]:   self.session.flush()
Sep 15 10:18:08.438017 devstack-92-210 neutron-rpc-server[2801790]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 10:18:08.438017 devstack-92-210 neutron-rpc-server[2801790]:   self.session.flush()
Sep 15 10:18:08.438911 devstack-92-210 neutron-rpc-server[2801790]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 10:18:08.438911 devstack-92-210 neutron-rpc-server[2801790]:   self.session.flush()
Sep 15 10:18:08.439971 devstack-92-210 neutron-rpc-server[2801790]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 10:18:08.439971 devstack-92-210 neutron-rpc-server[2801790]:   self.session.flush()
Sep 15 10:20:41.301778 devstack-92-210 neutron-rpc-server[2801354]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 10:20:41.301778 devstack-92-210 neutron-rpc-server[2801354]:   self.session.flush()
Sep 15 10:20:41.302730 devstack-92-210 neutron-rpc-server[2801354]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 10:20:41.302730 devstack-92-210 neutron-rpc-server[2801354]:   self.session.flush()
Sep 15 10:20:41.303657 devstack-92-210 neutron-rpc-server[2801354]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 10:20:41.303657 devstack-92-210 neutron-rpc-server[2801354]:   self.session.flush()
Sep 15 10:20:41.304818 devstack-92-210 neutron-rpc-server[2801354]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 10:20:41.304818 devstack-92-210 neutron-rpc-server[2801354]:   self.session.flush()
