Sep 14 14:54:56.770996 devstack-92-210 systemd[1]: Started devstack@neutron-rpc-server.service - Devstack devstack@neutron-rpc-server.service.
Sep 14 14:54:56.998662 devstack-92-210 neutron-rpc-server[1236431]: /opt/stack/data/venv/lib/python3.12/site-packages/futurist/_utils.py:34: EventletDeprecationWarning:
Sep 14 14:54:56.998662 devstack-92-210 neutron-rpc-server[1236431]: Eventlet is deprecated. It is currently being maintained in bugfix mode, and
Sep 14 14:54:56.998662 devstack-92-210 neutron-rpc-server[1236431]: we strongly recommend against using it for new projects.
Sep 14 14:54:56.998662 devstack-92-210 neutron-rpc-server[1236431]: If you are already using Eventlet, we recommend migrating to a different
Sep 14 14:54:56.998662 devstack-92-210 neutron-rpc-server[1236431]: framework.  For more detail see
Sep 14 15:47:37.983833 devstack-92-210 neutron-rpc-server[1237450]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 15:47:37.983833 devstack-92-210 neutron-rpc-server[1237450]:   self.session.flush()
Sep 14 15:47:37.985030 devstack-92-210 neutron-rpc-server[1237450]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 15:47:37.985030 devstack-92-210 neutron-rpc-server[1237450]:   self.session.flush()
Sep 14 16:02:33.482054 devstack-92-210 neutron-rpc-server[1237509]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:02:33.482054 devstack-92-210 neutron-rpc-server[1237509]:   self.session.flush()
Sep 14 16:02:33.483126 devstack-92-210 neutron-rpc-server[1237509]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:02:33.483126 devstack-92-210 neutron-rpc-server[1237509]:   self.session.flush()
Sep 14 16:02:33.484171 devstack-92-210 neutron-rpc-server[1237509]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:02:33.484171 devstack-92-210 neutron-rpc-server[1237509]:   self.session.flush()
Sep 14 16:02:33.485525 devstack-92-210 neutron-rpc-server[1237509]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:02:33.485525 devstack-92-210 neutron-rpc-server[1237509]:   self.session.flush()
Sep 14 16:03:08.602585 devstack-92-210 neutron-rpc-server[1238229]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:03:08.602585 devstack-92-210 neutron-rpc-server[1238229]:   self.session.flush()
Sep 14 16:03:08.604019 devstack-92-210 neutron-rpc-server[1238229]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:03:08.604019 devstack-92-210 neutron-rpc-server[1238229]:   self.session.flush()
Sep 14 16:03:08.605009 devstack-92-210 neutron-rpc-server[1238229]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:03:08.605009 devstack-92-210 neutron-rpc-server[1238229]:   self.session.flush()
Sep 14 16:03:08.606244 devstack-92-210 neutron-rpc-server[1238229]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:03:08.606244 devstack-92-210 neutron-rpc-server[1238229]:   self.session.flush()
Sep 14 16:03:26.980360 devstack-92-210 neutron-rpc-server[1237760]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:03:26.980360 devstack-92-210 neutron-rpc-server[1237760]:   self.session.flush()
Sep 14 16:03:26.981347 devstack-92-210 neutron-rpc-server[1237760]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:03:26.981347 devstack-92-210 neutron-rpc-server[1237760]:   self.session.flush()
Sep 14 16:03:26.982235 devstack-92-210 neutron-rpc-server[1237760]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:03:26.982235 devstack-92-210 neutron-rpc-server[1237760]:   self.session.flush()
Sep 14 16:03:26.983532 devstack-92-210 neutron-rpc-server[1237760]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:03:26.983532 devstack-92-210 neutron-rpc-server[1237760]:   self.session.flush()
Sep 14 16:03:29.396459 devstack-92-210 neutron-rpc-server[1237923]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:03:29.396459 devstack-92-210 neutron-rpc-server[1237923]:   self.session.flush()
Sep 14 16:03:29.397277 devstack-92-210 neutron-rpc-server[1237923]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:03:29.397277 devstack-92-210 neutron-rpc-server[1237923]:   self.session.flush()
Sep 14 16:03:29.397991 devstack-92-210 neutron-rpc-server[1237923]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:03:29.397991 devstack-92-210 neutron-rpc-server[1237923]:   self.session.flush()
Sep 14 16:03:29.398874 devstack-92-210 neutron-rpc-server[1237923]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:03:29.398874 devstack-92-210 neutron-rpc-server[1237923]:   self.session.flush()
Sep 14 16:03:40.176879 devstack-92-210 neutron-rpc-server[1237863]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:03:40.176879 devstack-92-210 neutron-rpc-server[1237863]:   self.session.flush()
Sep 14 16:03:40.177984 devstack-92-210 neutron-rpc-server[1237863]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:03:40.177984 devstack-92-210 neutron-rpc-server[1237863]:   self.session.flush()
Sep 14 16:03:40.177984 devstack-92-210 neutron-rpc-server[1237863]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:03:40.177984 devstack-92-210 neutron-rpc-server[1237863]:   self.session.flush()
Sep 14 16:03:40.178485 devstack-92-210 neutron-rpc-server[1237863]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:03:40.178485 devstack-92-210 neutron-rpc-server[1237863]:   self.session.flush()
Sep 14 16:07:28.099421 devstack-92-210 neutron-rpc-server[1238213]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:07:28.099421 devstack-92-210 neutron-rpc-server[1238213]:   self.session.flush()
Sep 14 16:07:28.100851 devstack-92-210 neutron-rpc-server[1238213]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:07:28.100851 devstack-92-210 neutron-rpc-server[1238213]:   self.session.flush()
Sep 14 16:07:28.100851 devstack-92-210 neutron-rpc-server[1238213]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:07:28.100851 devstack-92-210 neutron-rpc-server[1238213]:   self.session.flush()
Sep 14 16:07:28.103431 devstack-92-210 neutron-rpc-server[1238213]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:07:28.103431 devstack-92-210 neutron-rpc-server[1238213]:   self.session.flush()
Sep 14 16:07:29.330932 devstack-92-210 neutron-rpc-server[1238239]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:07:29.330932 devstack-92-210 neutron-rpc-server[1238239]:   self.session.flush()
Sep 14 16:07:29.332078 devstack-92-210 neutron-rpc-server[1238239]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:07:29.332078 devstack-92-210 neutron-rpc-server[1238239]:   self.session.flush()
Sep 14 16:07:29.332536 devstack-92-210 neutron-rpc-server[1238239]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:07:29.332536 devstack-92-210 neutron-rpc-server[1238239]:   self.session.flush()
Sep 14 16:07:29.333523 devstack-92-210 neutron-rpc-server[1238239]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:07:29.333523 devstack-92-210 neutron-rpc-server[1238239]:   self.session.flush()
Sep 14 16:07:42.740913 devstack-92-210 neutron-rpc-server[1237786]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:07:42.740913 devstack-92-210 neutron-rpc-server[1237786]:   self.session.flush()
Sep 14 16:07:42.741821 devstack-92-210 neutron-rpc-server[1237786]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:07:42.741821 devstack-92-210 neutron-rpc-server[1237786]:   self.session.flush()
Sep 14 16:07:42.742603 devstack-92-210 neutron-rpc-server[1237786]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:07:42.742603 devstack-92-210 neutron-rpc-server[1237786]:   self.session.flush()
Sep 14 16:07:42.743680 devstack-92-210 neutron-rpc-server[1237786]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:07:42.743680 devstack-92-210 neutron-rpc-server[1237786]:   self.session.flush()
Sep 14 16:07:58.181430 devstack-92-210 neutron-rpc-server[1238206]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:07:58.181430 devstack-92-210 neutron-rpc-server[1238206]:   self.session.flush()
Sep 14 16:07:58.182416 devstack-92-210 neutron-rpc-server[1238206]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:07:58.182416 devstack-92-210 neutron-rpc-server[1238206]:   self.session.flush()
Sep 14 16:07:58.183177 devstack-92-210 neutron-rpc-server[1238206]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:07:58.183177 devstack-92-210 neutron-rpc-server[1238206]:   self.session.flush()
Sep 14 16:07:58.184323 devstack-92-210 neutron-rpc-server[1238206]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:07:58.184323 devstack-92-210 neutron-rpc-server[1238206]:   self.session.flush()
Sep 14 16:09:50.489746 devstack-92-210 neutron-rpc-server[1238161]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:09:50.489746 devstack-92-210 neutron-rpc-server[1238161]:   self.session.flush()
Sep 14 16:09:50.491228 devstack-92-210 neutron-rpc-server[1238161]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:09:50.491228 devstack-92-210 neutron-rpc-server[1238161]:   self.session.flush()
Sep 14 16:09:50.492081 devstack-92-210 neutron-rpc-server[1238161]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:09:50.492081 devstack-92-210 neutron-rpc-server[1238161]:   self.session.flush()
Sep 14 16:09:50.493378 devstack-92-210 neutron-rpc-server[1238161]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:09:50.493378 devstack-92-210 neutron-rpc-server[1238161]:   self.session.flush()
Sep 14 16:11:22.500286 devstack-92-210 neutron-rpc-server[1237938]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:11:22.500286 devstack-92-210 neutron-rpc-server[1237938]:   self.session.flush()
Sep 14 16:11:22.501044 devstack-92-210 neutron-rpc-server[1237938]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:11:22.501044 devstack-92-210 neutron-rpc-server[1237938]:   self.session.flush()
Sep 14 16:11:22.501781 devstack-92-210 neutron-rpc-server[1237938]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:11:22.501781 devstack-92-210 neutron-rpc-server[1237938]:   self.session.flush()
Sep 14 16:11:22.502576 devstack-92-210 neutron-rpc-server[1237938]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:11:22.502576 devstack-92-210 neutron-rpc-server[1237938]:   self.session.flush()
Sep 14 16:11:23.734237 devstack-92-210 neutron-rpc-server[1238000]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:11:23.734237 devstack-92-210 neutron-rpc-server[1238000]:   self.session.flush()
Sep 14 16:11:23.735206 devstack-92-210 neutron-rpc-server[1238000]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:11:23.735206 devstack-92-210 neutron-rpc-server[1238000]:   self.session.flush()
Sep 14 16:11:23.735651 devstack-92-210 neutron-rpc-server[1238000]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:11:23.735651 devstack-92-210 neutron-rpc-server[1238000]:   self.session.flush()
Sep 14 16:11:23.736691 devstack-92-210 neutron-rpc-server[1238000]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:11:23.736691 devstack-92-210 neutron-rpc-server[1238000]:   self.session.flush()
Sep 14 16:11:37.679491 devstack-92-210 neutron-rpc-server[1238027]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:11:37.679491 devstack-92-210 neutron-rpc-server[1238027]:   self.session.flush()
Sep 14 16:11:37.680552 devstack-92-210 neutron-rpc-server[1238027]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:11:37.680552 devstack-92-210 neutron-rpc-server[1238027]:   self.session.flush()
Sep 14 16:11:37.681467 devstack-92-210 neutron-rpc-server[1238027]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:11:37.681467 devstack-92-210 neutron-rpc-server[1238027]:   self.session.flush()
Sep 14 16:11:37.682481 devstack-92-210 neutron-rpc-server[1238027]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:11:37.682481 devstack-92-210 neutron-rpc-server[1238027]:   self.session.flush()
Sep 14 16:11:56.865288 devstack-92-210 neutron-rpc-server[1237595]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:11:56.865288 devstack-92-210 neutron-rpc-server[1237595]:   self.session.flush()
Sep 14 16:11:56.866260 devstack-92-210 neutron-rpc-server[1237595]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:11:56.866260 devstack-92-210 neutron-rpc-server[1237595]:   self.session.flush()
Sep 14 16:11:56.866260 devstack-92-210 neutron-rpc-server[1237595]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:11:56.866260 devstack-92-210 neutron-rpc-server[1237595]:   self.session.flush()
Sep 14 16:11:56.866474 devstack-92-210 neutron-rpc-server[1237595]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:11:56.866474 devstack-92-210 neutron-rpc-server[1237595]:   self.session.flush()
Sep 14 16:12:19.668419 devstack-92-210 neutron-rpc-server[1238014]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:12:19.668419 devstack-92-210 neutron-rpc-server[1238014]:   self.session.flush()
Sep 14 16:12:19.669122 devstack-92-210 neutron-rpc-server[1238014]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:12:19.669122 devstack-92-210 neutron-rpc-server[1238014]:   self.session.flush()
Sep 14 16:12:19.669699 devstack-92-210 neutron-rpc-server[1238014]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:12:19.669699 devstack-92-210 neutron-rpc-server[1238014]:   self.session.flush()
Sep 14 16:12:19.670513 devstack-92-210 neutron-rpc-server[1238014]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:12:19.670513 devstack-92-210 neutron-rpc-server[1238014]:   self.session.flush()
Sep 14 16:13:38.791473 devstack-92-210 neutron-rpc-server[1237621]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:13:38.791473 devstack-92-210 neutron-rpc-server[1237621]:   self.session.flush()
Sep 14 16:13:38.792457 devstack-92-210 neutron-rpc-server[1237621]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:13:38.792457 devstack-92-210 neutron-rpc-server[1237621]:   self.session.flush()
