Sep 15 13:10:23.446958 devstack-92-210 systemd[1]: Started devstack@neutron-rpc-server.service - Devstack devstack@neutron-rpc-server.service.
Sep 15 13:10:23.678443 devstack-92-210 neutron-rpc-server[3077953]: /opt/stack/data/venv/lib/python3.12/site-packages/futurist/_utils.py:34: EventletDeprecationWarning:
Sep 15 13:10:23.678443 devstack-92-210 neutron-rpc-server[3077953]: Eventlet is deprecated. It is currently being maintained in bugfix mode, and
Sep 15 13:10:23.678443 devstack-92-210 neutron-rpc-server[3077953]: we strongly recommend against using it for new projects.
Sep 15 13:10:23.678443 devstack-92-210 neutron-rpc-server[3077953]: If you are already using Eventlet, we recommend migrating to a different
Sep 15 13:10:23.678443 devstack-92-210 neutron-rpc-server[3077953]: framework.  For more detail see
Sep 15 16:46:08.519904 devstack-92-210 neutron-rpc-server[3079526]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 16:46:08.519904 devstack-92-210 neutron-rpc-server[3079526]:   self.session.flush()
Sep 15 16:46:08.520973 devstack-92-210 neutron-rpc-server[3079526]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 16:46:08.520973 devstack-92-210 neutron-rpc-server[3079526]:   self.session.flush()
Sep 15 16:46:09.533853 devstack-92-210 neutron-rpc-server[3079596]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 16:46:09.533853 devstack-92-210 neutron-rpc-server[3079596]:   self.session.flush()
Sep 15 16:46:09.534803 devstack-92-210 neutron-rpc-server[3079596]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 16:46:09.534803 devstack-92-210 neutron-rpc-server[3079596]:   self.session.flush()
Sep 15 16:46:09.535607 devstack-92-210 neutron-rpc-server[3079596]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 16:46:09.535607 devstack-92-210 neutron-rpc-server[3079596]:   self.session.flush()
Sep 15 16:46:09.536800 devstack-92-210 neutron-rpc-server[3079596]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 16:46:09.536800 devstack-92-210 neutron-rpc-server[3079596]:   self.session.flush()
