Sep 15 01:24:37.751008 devstack-92-210 systemd[1]: Started devstack@neutron-rpc-server.service - Devstack devstack@neutron-rpc-server.service.
Sep 15 01:24:37.979160 devstack-92-210 neutron-rpc-server[2223953]: /opt/stack/data/venv/lib/python3.12/site-packages/futurist/_utils.py:34: EventletDeprecationWarning:
Sep 15 01:24:37.979160 devstack-92-210 neutron-rpc-server[2223953]: Eventlet is deprecated. It is currently being maintained in bugfix mode, and
Sep 15 01:24:37.979160 devstack-92-210 neutron-rpc-server[2223953]: we strongly recommend against using it for new projects.
Sep 15 01:24:37.979160 devstack-92-210 neutron-rpc-server[2223953]: If you are already using Eventlet, we recommend migrating to a different
Sep 15 01:24:37.979160 devstack-92-210 neutron-rpc-server[2223953]: framework.  For more detail see
Sep 15 01:59:10.949830 devstack-92-210 neutron-rpc-server[2225475]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 01:59:10.949830 devstack-92-210 neutron-rpc-server[2225475]:   self.session.flush()
Sep 15 01:59:10.950919 devstack-92-210 neutron-rpc-server[2225475]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 01:59:10.950919 devstack-92-210 neutron-rpc-server[2225475]:   self.session.flush()
Sep 15 01:59:12.105867 devstack-92-210 neutron-rpc-server[2225520]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 01:59:12.105867 devstack-92-210 neutron-rpc-server[2225520]:   self.session.flush()
Sep 15 01:59:12.106826 devstack-92-210 neutron-rpc-server[2225520]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 01:59:12.106826 devstack-92-210 neutron-rpc-server[2225520]:   self.session.flush()
Sep 15 01:59:12.107598 devstack-92-210 neutron-rpc-server[2225520]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 01:59:12.107598 devstack-92-210 neutron-rpc-server[2225520]:   self.session.flush()
Sep 15 01:59:12.108319 devstack-92-210 neutron-rpc-server[2225520]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 01:59:12.108319 devstack-92-210 neutron-rpc-server[2225520]:   self.session.flush()
Sep 15 02:04:20.747750 devstack-92-210 neutron-rpc-server[2225427]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:04:20.747750 devstack-92-210 neutron-rpc-server[2225427]:   self.session.flush()
Sep 15 02:04:20.748745 devstack-92-210 neutron-rpc-server[2225427]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:04:20.748745 devstack-92-210 neutron-rpc-server[2225427]:   self.session.flush()
Sep 15 02:04:20.749691 devstack-92-210 neutron-rpc-server[2225427]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:04:20.749691 devstack-92-210 neutron-rpc-server[2225427]:   self.session.flush()
Sep 15 02:04:20.751699 devstack-92-210 neutron-rpc-server[2225427]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:04:20.751699 devstack-92-210 neutron-rpc-server[2225427]:   self.session.flush()
Sep 15 02:05:20.229401 devstack-92-210 neutron-rpc-server[2225134]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:05:20.229401 devstack-92-210 neutron-rpc-server[2225134]:   self.session.flush()
Sep 15 02:05:20.230470 devstack-92-210 neutron-rpc-server[2225134]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:05:20.230470 devstack-92-210 neutron-rpc-server[2225134]:   self.session.flush()
Sep 15 02:05:20.231579 devstack-92-210 neutron-rpc-server[2225134]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:05:20.231579 devstack-92-210 neutron-rpc-server[2225134]:   self.session.flush()
Sep 15 02:05:20.232508 devstack-92-210 neutron-rpc-server[2225134]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:05:20.232508 devstack-92-210 neutron-rpc-server[2225134]:   self.session.flush()
Sep 15 02:10:12.782375 devstack-92-210 neutron-rpc-server[2225310]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:10:12.782375 devstack-92-210 neutron-rpc-server[2225310]:   self.session.flush()
Sep 15 02:10:12.783689 devstack-92-210 neutron-rpc-server[2225310]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:10:12.783689 devstack-92-210 neutron-rpc-server[2225310]:   self.session.flush()
Sep 15 02:10:12.783802 devstack-92-210 neutron-rpc-server[2225310]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:10:12.783802 devstack-92-210 neutron-rpc-server[2225310]:   self.session.flush()
Sep 15 02:10:12.784982 devstack-92-210 neutron-rpc-server[2225310]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:10:12.784982 devstack-92-210 neutron-rpc-server[2225310]:   self.session.flush()
Sep 15 02:10:13.685109 devstack-92-210 neutron-rpc-server[2225352]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:10:13.685109 devstack-92-210 neutron-rpc-server[2225352]:   self.session.flush()
Sep 15 02:10:13.687042 devstack-92-210 neutron-rpc-server[2225352]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:10:13.687042 devstack-92-210 neutron-rpc-server[2225352]:   self.session.flush()
Sep 15 02:10:13.688137 devstack-92-210 neutron-rpc-server[2225352]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:10:13.688137 devstack-92-210 neutron-rpc-server[2225352]:   self.session.flush()
Sep 15 02:10:13.689110 devstack-92-210 neutron-rpc-server[2225352]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:10:13.689110 devstack-92-210 neutron-rpc-server[2225352]:   self.session.flush()
Sep 15 02:39:17.799277 devstack-92-210 neutron-rpc-server[2225220]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:39:17.799277 devstack-92-210 neutron-rpc-server[2225220]:   self.session.flush()
Sep 15 02:39:17.800172 devstack-92-210 neutron-rpc-server[2225220]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:39:17.800172 devstack-92-210 neutron-rpc-server[2225220]:   self.session.flush()
Sep 15 02:39:17.801140 devstack-92-210 neutron-rpc-server[2225220]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:39:17.801140 devstack-92-210 neutron-rpc-server[2225220]:   self.session.flush()
Sep 15 02:39:17.802552 devstack-92-210 neutron-rpc-server[2225220]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:39:17.802552 devstack-92-210 neutron-rpc-server[2225220]:   self.session.flush()
Sep 15 02:39:57.983429 devstack-92-210 neutron-rpc-server[2225367]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:39:57.983429 devstack-92-210 neutron-rpc-server[2225367]:   self.session.flush()
Sep 15 02:39:57.984468 devstack-92-210 neutron-rpc-server[2225367]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:39:57.984468 devstack-92-210 neutron-rpc-server[2225367]:   self.session.flush()
Sep 15 02:39:57.985134 devstack-92-210 neutron-rpc-server[2225367]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:39:57.985134 devstack-92-210 neutron-rpc-server[2225367]:   self.session.flush()
Sep 15 02:39:57.986093 devstack-92-210 neutron-rpc-server[2225367]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:39:57.986093 devstack-92-210 neutron-rpc-server[2225367]:   self.session.flush()
Sep 15 02:40:16.793282 devstack-92-210 neutron-rpc-server[2225016]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:40:16.793282 devstack-92-210 neutron-rpc-server[2225016]:   self.session.flush()
Sep 15 02:40:16.794474 devstack-92-210 neutron-rpc-server[2225016]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:40:16.794474 devstack-92-210 neutron-rpc-server[2225016]:   self.session.flush()
Sep 15 02:40:16.794793 devstack-92-210 neutron-rpc-server[2225016]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:40:16.794793 devstack-92-210 neutron-rpc-server[2225016]:   self.session.flush()
Sep 15 02:40:16.795833 devstack-92-210 neutron-rpc-server[2225016]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:40:16.795833 devstack-92-210 neutron-rpc-server[2225016]:   self.session.flush()
Sep 15 02:40:51.623019 devstack-92-210 neutron-rpc-server[2224888]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:40:51.623019 devstack-92-210 neutron-rpc-server[2224888]:   self.session.flush()
Sep 15 02:40:51.624285 devstack-92-210 neutron-rpc-server[2224888]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:40:51.624285 devstack-92-210 neutron-rpc-server[2224888]:   self.session.flush()
Sep 15 02:40:51.625235 devstack-92-210 neutron-rpc-server[2224888]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:40:51.625235 devstack-92-210 neutron-rpc-server[2224888]:   self.session.flush()
Sep 15 02:40:51.627515 devstack-92-210 neutron-rpc-server[2224888]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:40:51.627515 devstack-92-210 neutron-rpc-server[2224888]:   self.session.flush()
Sep 15 02:41:04.598009 devstack-92-210 neutron-rpc-server[2225574]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:41:04.598009 devstack-92-210 neutron-rpc-server[2225574]:   self.session.flush()
Sep 15 02:41:04.599304 devstack-92-210 neutron-rpc-server[2225574]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:41:04.599304 devstack-92-210 neutron-rpc-server[2225574]:   self.session.flush()
Sep 15 02:41:04.599925 devstack-92-210 neutron-rpc-server[2225574]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:41:04.599925 devstack-92-210 neutron-rpc-server[2225574]:   self.session.flush()
Sep 15 02:41:04.600806 devstack-92-210 neutron-rpc-server[2225574]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:41:04.600806 devstack-92-210 neutron-rpc-server[2225574]:   self.session.flush()
Sep 15 02:41:20.748555 devstack-92-210 neutron-rpc-server[2225771]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:41:20.748555 devstack-92-210 neutron-rpc-server[2225771]:   self.session.flush()
Sep 15 02:41:20.749241 devstack-92-210 neutron-rpc-server[2225771]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:41:20.749241 devstack-92-210 neutron-rpc-server[2225771]:   self.session.flush()
Sep 15 02:41:20.749780 devstack-92-210 neutron-rpc-server[2225771]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:41:20.749780 devstack-92-210 neutron-rpc-server[2225771]:   self.session.flush()
Sep 15 02:41:20.750569 devstack-92-210 neutron-rpc-server[2225771]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:41:20.750569 devstack-92-210 neutron-rpc-server[2225771]:   self.session.flush()
Sep 15 02:41:50.476391 devstack-92-210 neutron-rpc-server[2225587]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:41:50.476391 devstack-92-210 neutron-rpc-server[2225587]:   self.session.flush()
Sep 15 02:41:50.477530 devstack-92-210 neutron-rpc-server[2225587]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:41:50.477530 devstack-92-210 neutron-rpc-server[2225587]:   self.session.flush()
Sep 15 02:41:50.478208 devstack-92-210 neutron-rpc-server[2225587]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:41:50.478208 devstack-92-210 neutron-rpc-server[2225587]:   self.session.flush()
Sep 15 02:41:50.479431 devstack-92-210 neutron-rpc-server[2225587]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:41:50.479431 devstack-92-210 neutron-rpc-server[2225587]:   self.session.flush()
Sep 15 02:41:51.665305 devstack-92-210 neutron-rpc-server[2225678]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:41:51.665305 devstack-92-210 neutron-rpc-server[2225678]:   self.session.flush()
Sep 15 02:41:51.665931 devstack-92-210 neutron-rpc-server[2225678]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:41:51.665931 devstack-92-210 neutron-rpc-server[2225678]:   self.session.flush()
Sep 15 02:41:51.666705 devstack-92-210 neutron-rpc-server[2225678]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:41:51.666705 devstack-92-210 neutron-rpc-server[2225678]:   self.session.flush()
Sep 15 02:41:51.668145 devstack-92-210 neutron-rpc-server[2225678]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:41:51.668145 devstack-92-210 neutron-rpc-server[2225678]:   self.session.flush()
Sep 15 02:46:41.676569 devstack-92-210 neutron-rpc-server[2225026]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:46:41.676569 devstack-92-210 neutron-rpc-server[2225026]:   self.session.flush()
Sep 15 02:46:41.677883 devstack-92-210 neutron-rpc-server[2225026]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:46:41.677883 devstack-92-210 neutron-rpc-server[2225026]:   self.session.flush()
Sep 15 02:46:41.679316 devstack-92-210 neutron-rpc-server[2225026]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:46:41.679316 devstack-92-210 neutron-rpc-server[2225026]:   self.session.flush()
Sep 15 02:46:41.680550 devstack-92-210 neutron-rpc-server[2225026]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:46:41.680550 devstack-92-210 neutron-rpc-server[2225026]:   self.session.flush()
Sep 15 02:48:12.892210 devstack-92-210 neutron-rpc-server[2225002]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:48:12.892210 devstack-92-210 neutron-rpc-server[2225002]:   self.session.flush()
Sep 15 02:48:12.893336 devstack-92-210 neutron-rpc-server[2225002]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:48:12.893336 devstack-92-210 neutron-rpc-server[2225002]:   self.session.flush()
Sep 15 02:48:12.894447 devstack-92-210 neutron-rpc-server[2225002]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:48:12.894447 devstack-92-210 neutron-rpc-server[2225002]:   self.session.flush()
Sep 15 02:48:12.895500 devstack-92-210 neutron-rpc-server[2225002]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:48:12.895500 devstack-92-210 neutron-rpc-server[2225002]:   self.session.flush()
Sep 15 02:48:43.860346 devstack-92-210 neutron-rpc-server[2225134]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:48:43.860346 devstack-92-210 neutron-rpc-server[2225134]:   self.session.flush()
Sep 15 02:48:43.860765 devstack-92-210 neutron-rpc-server[2225134]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:48:43.860765 devstack-92-210 neutron-rpc-server[2225134]:   self.session.flush()
